学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津师范大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)理论经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津外国语大学,天津,A,普通院校,统考,国际商学院,(020100)理论经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津商业大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津商业大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津商业大学,天津,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津财经大学,天津,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津财经大学,天津,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：14(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津财经大学,天津,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
天津财经大学,天津,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北大学,河北,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(810)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(810)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北师范大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北师范大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北师范大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：11(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北师范大学,河北,A,普通院校,统考,国别和区域研究中心,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)政治经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(837)政治经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(837)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北师范大学,河北,A,普通院校,统考,国别和区域研究中心,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(837)政治经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(837)政治经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(837)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北经贸大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)宏观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北经贸大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)宏观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北经贸大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)宏观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北经贸大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)宏观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
河北经贸大学,河北,A,普通院校,统考,商学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)宏观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西大学,山西,A,双一流,统考,经济与管理学院,(020101)政治经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西大学,山西,A,双一流,统考,经济与管理学院,(020103)经济史,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西大学,山西,A,双一流,统考,经济与管理学院,(020104)西方经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西大学,山西,A,双一流,统考,经济与管理学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西大学,山西,A,双一流,统考,经济与管理学院,(020106)人口、资源与环境经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
太原科技大学,山西,A,普通院校,统考,经济与管理学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(834)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
太原科技大学,山西,A,普通院校,统考,经济与管理学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(834)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
太原科技大学,山西,A,普通院校,统考,经济与管理学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(834)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
太原科技大学,山西,A,普通院校,统考,经济与管理学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(834)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
山西财经大学,山西,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：35(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020103)经济史,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020103)经济史,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古师范大学,内蒙古,B,普通院校,统考,经济管理学院,(020106)人口、资源与环境经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(819)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(819)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古财经大学,内蒙古,B,普通院校,统考,不区分院系所,(020101)政治经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古财经大学,内蒙古,B,普通院校,统考,不区分院系所,(020103)经济史,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古财经大学,内蒙古,B,普通院校,统考,不区分院系所,(020104)西方经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古财经大学,内蒙古,B,普通院校,统考,不区分院系所,(020106)人口、资源与环境经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内蒙古财经大学,内蒙古,B,普通院校,统考,不区分院系所,(0201Z1)民族发展经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(801)经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(020102)经济思想史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(020103)经济史,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(0201Z2)比较经济体制学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,经济学院,(0201Z3)规制经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,国际经济政治学院,(020105)世界经济,全日制,专业：10(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,国际经济政治学院,(0201Z1)转轨经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,国际经济政治学院,(0201Z5)新国际政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辽宁大学,辽宁,A,211，双一流,统考,公共管理学院,(020106)人口、资源与环境经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(816)西方经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(816)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
沈阳师范大学,辽宁,A,普通院校,统考,国际商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(202)俄语,(303)数学（三）,(814)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(814)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
